Year,Month,Country,Energy_Source,Production (TWh),Consumption (TWh),CO2_Emissions (Million Tonnes),Renewable_Share (%),Fossil_Fuel_Share (%),Nuclear_Share (%)
2020,May,Russia,Oil,311,337.0861807,2290,9.92,81.09,8.99
2020,May,Russia,Gas,4635,4636.06883,660,1.16,79.05,19.79
2020,May,Japan,Solar,1876,1941.398788,499,61.42,17.09,21.49
2020,May,Japan,Wind,3969,3740.371701,23,10.26,11.04,78.7
2020,May,Japan,Coal,4275,4038.690341,7473,9.76,68.46,21.79
2020,May,Japan,Hydro,2035,1885.437542,319,25.39,14.1,60.51
2020,May,Japan,Nuclear,1183,1277.228701,247,1.75,12.54,85.71
2020,May,Japan,Oil,2010,2140.730709,5872,3.68,34.09,62.23
2020,May,Japan,Gas,1013,939.0846902,5799,0.8,76.6,22.6
2020,May,France,Solar,4273,4215.312687,150,65.87,18.14,15.99
2020,May,France,Wind,3086,2842.616243,399,5.02,5.27,89.71
2020,May,France,Coal,3251,3348.66075,6710,3.86,63.87,32.27
2020,May,France,Hydro,2003,1986.89605,139,36.5,16.31,47.19
2020,May,France,Nuclear,2000,2078.014092,466,4.3,7.56,88.14
2020,May,France,Oil,4294,3968.845386,4385,2.65,40.67,56.68
2020,May,France,Gas,449,409.6938035,7527,6.33,43.73,49.93
2020,May,Canada,Solar,2198,2248.650465,317,16.29,14.84,68.87
2020,May,Canada,Wind,4567,4499.484563,72,56.49,11.07,32.44
2020,May,Canada,Coal,817,767.1013184,6762,5.26,58.9,35.85
2020,May,Canada,Hydro,1814,1773.032174,142,5.72,11.24,83.04
2020,May,Canada,Nuclear,2343,2479.052263,158,7.6,7.06,85.34
2020,May,Canada,Oil,950,895.8883557,6456,8.34,67.76,23.9
2020,May,Canada,Gas,2435,2222.968323,771,4.88,36.58,58.54
2020,May,South Korea,Solar,4845,4986.56133,414,59.88,6.47,33.65
2020,May,South Korea,Wind,2607,2424.535374,61,20.83,14.78,64.4
2020,May,South Korea,Coal,3854,3772.662316,3593,3.92,87.37,8.7
2020,May,South Korea,Hydro,2722,2969.884203,26,47.81,19.14,33.04
2020,May,South Korea,Nuclear,621,568.3909739,106,8.41,5.58,86.01
2020,May,South Korea,Oil,2329,2311.056203,814,4.95,53.18,41.86
2020,May,South Korea,Gas,2297,2171.567581,7199,4.51,82.95,12.55
2020,May,Australia,Solar,2198,1999.226429,209,10.51,15.74,73.74
2020,May,Australia,Wind,3556,3251.077785,161,7.31,12.63,80.06
2020,May,Australia,Coal,4377,4248.536283,465,9.92,88.24,1.84
2020,May,Australia,Hydro,2596,2432.553539,451,11.4,14.9,73.7
2020,May,Australia,Nuclear,3473,3173.427933,147,0.21,6.23,93.56
2020,May,Australia,Oil,3341,3607.545531,3819,7.69,67.48,24.83
2020,May,Australia,Gas,3059,3161.384974,1062,1.21,66.9,31.89
2020,June,USA,Solar,1663,1519.733982,226,39.47,5.63,54.9
2020,June,USA,Wind,419,404.1016592,173,24.03,19.7,56.27
2020,June,USA,Coal,2471,2464.088862,6403,7.48,78.71,13.81
2020,June,USA,Hydro,572,519.8033556,282,65.33,8.37,26.31
2020,June,USA,Nuclear,4633,4570.06244,133,3.89,7.46,88.66
2020,June,USA,Oil,4133,3918.656596,5944,6.76,59.76,33.48
2020,June,USA,Gas,2210,2274.448379,4166,6.71,49.02,44.27
2020,June,China,Solar,88,94.09865236,242,40.36,14.54,45.1
2020,June,China,Wind,2758,3021.883939,311,52.35,16.65,31
2020,June,China,Coal,1809,1692.293729,697,7.53,46.16,46.31
2020,June,China,Hydro,3918,4096.619408,267,13.56,15.89,70.55
2020,June,China,Nuclear,332,362.8846149,472,5.06,17.61,77.33
2020,June,China,Oil,510,501.1684778,2568,5.9,60.5,33.59
2020,June,China,Gas,752,692.7319792,122,6.89,82.4,10.71
2020,June,Germany,Solar,1354,1424.711712,120,15.46,13.37,71.17
2020,June,Germany,Wind,1334,1435.771068,397,11.45,11.02,77.53
2020,June,Germany,Coal,3612,3475.415059,1528,7.33,66.96,25.71
2020,June,Germany,Hydro,972,1008.524671,121,55.95,13.31,30.74
2020,June,Germany,Nuclear,2331,2452.673892,63,8.33,5.17,86.51
2020,June,Germany,Oil,3539,3722.091149,7287,3.27,38.93,57.8
2020,June,Germany,Gas,3945,3946.617618,797,3.68,56.92,39.4
2020,June,India,Solar,1093,1154.295391,236,13.96,14.95,71.1
2020,June,India,Wind,4967,5161.327067,414,6.89,7.5,85.61
2020,June,India,Coal,4333,4587.951407,7287,4.02,82.46,13.52
2020,June,India,Hydro,3342,3437.130382,225,11.77,8.38,79.85
2020,June,India,Nuclear,2997,2728.950694,33,6.76,17.07,76.16
2020,June,India,Oil,3309,3524.1177,3988,6.36,38.94,54.7
2020,June,India,Gas,713,689.3623842,641,9.82,42.59,47.59
2020,June,Brazil,Solar,917,920.167145,441,29.28,6.84,63.89
2020,June,Brazil,Wind,1256,1189.647429,328,19.34,13.97,66.69
2020,June,Brazil,Coal,2860,3012.488636,1119,2.99,40.41,56.6
2020,June,Brazil,Hydro,4343,4461.283659,249,16.59,15.29,68.12
2020,June,Brazil,Nuclear,2175,2282.540521,368,5.72,13.82,80.46
2020,June,Brazil,Oil,549,533.8734515,2197,1.65,72.02,26.33
2020,June,Brazil,Gas,1935,2063.366756,6224,6.98,85.78,7.25
2020,June,UK,Solar,2660,2894.441358,435,60.43,8.38,31.19
2020,June,UK,Wind,4726,5049.195607,430,36.26,11.53,52.21
2020,June,UK,Coal,753,750.4351121,7849,6.31,32.99,60.7
2020,June,UK,Hydro,3028,2989.756786,322,5.46,5.86,88.68
2020,June,UK,Nuclear,735,751.203097,197,3.99,18.84,77.17
2020,June,UK,Oil,4693,4236.279705,1531,0.57,46.93,52.5
2020,June,UK,Gas,1293,1235.001154,2074,9.06,44.97,45.96
2020,June,Russia,Solar,3521,3703.668256,115,59.91,9.02,31.07
2020,June,Russia,Wind,890,887.7876725,193,8.02,14.3,77.68
2020,June,Russia,Coal,924,857.3325446,6439,3.15,76.31,20.54
2020,June,Russia,Hydro,3191,3446.173641,475,52.61,13.22,34.17
2020,June,Russia,Nuclear,3776,4064.588816,414,0.52,11.28,88.2
2020,June,Russia,Oil,4310,4724.878092,5301,1.45,73.51,25.04
2020,June,Russia,Gas,2402,2384.673167,6076,9.47,88.04,2.49
2020,June,Japan,Solar,474,428.6889332,126,19.65,8.76,71.59
2020,June,Japan,Wind,647,654.9222288,90,68.73,8.41,22.86
2020,June,Japan,Coal,2140,1954.962059,3769,5.49,66.77,27.74
2020,June,Japan,Hydro,1567,1553.931421,74,32.86,7.11,60.02
2020,June,Japan,Nuclear,3187,2930.486344,153,4.12,14.76,81.12
2020,June,Japan,Oil,3207,3072.682861,5513,8.06,57.55,34.38
2020,June,Japan,Gas,1777,1881.483945,2708,2.01,45.52,52.47
2020,June,France,Solar,4677,4718.950594,77,54.19,12.79,33.02
2020,June,France,Wind,2841,3055.68305,223,15.51,8.83,75.66
2020,June,France,Coal,3098,3135.288927,3967,7.72,31.63,60.65
2020,June,France,Hydro,4020,4349.013046,106,30.4,16.98,52.63
2020,June,France,Nuclear,1864,1984.080058,187,0.93,11.62,87.45
2020,June,France,Oil,4924,4632.269209,3757,0.94,51.4,47.66
2020,June,France,Gas,2261,2159.906932,7339,7.98,53.76,38.26
2020,June,Canada,Solar,2335,2350.424481,51,34.09,13.37,52.54
2020,June,Canada,Wind,2872,2937.178971,374,63.9,9.15,26.95
2020,June,Canada,Coal,4185,4190.901774,2367,2.02,41.05,56.93
2020,June,Canada,Hydro,662,692.8009051,185,14.89,11.6,73.51
2020,June,Canada,Nuclear,3063,3349.54725,284,8.82,17.05,74.12
2020,June,Canada,Oil,4008,4382.448695,674,4.85,37.35,57.8
2020,June,Canada,Gas,719,738.3657291,1383,9.97,88.79,1.24
2020,June,South Korea,Solar,1644,1532.942344,292,49.65,6.4,43.96
2020,June,South Korea,Wind,2293,2393.595571,427,18.63,10.69,70.68
2020,June,South Korea,Coal,276,258.7451393,7744,2.96,85.09,11.94
2020,June,South Korea,Hydro,695,724.223749,437,69.22,18.52,12.26
2020,June,South Korea,Nuclear,1949,1876.520898,225,4.94,17.42,77.63
2020,June,South Korea,Oil,4621,4644.506946,4179,7.12,79.56,13.32
2020,June,South Korea,Gas,239,249.471902,1798,1.42,50.88,47.7
2020,June,Australia,Solar,4483,4706.097694,450,33.31,13.66,53.03
2020,June,Australia,Wind,1724,1842.52063,356,46.22,6.89,46.89
2020,June,Australia,Coal,1139,1096.838682,2395,0.7,40.49,58.81
2020,June,Australia,Hydro,4269,4688.849847,256,23.15,14.64,62.2
2020,June,Australia,Nuclear,491,492.2426968,303,3.6,6.03,90.37
2020,June,Australia,Oil,1386,1331.653942,3473,7.59,84.22,8.19
2020,June,Australia,Gas,4696,4984.706352,1887,6.65,45.62,47.73
2020,July,USA,Solar,3858,4146.75334,228,41.43,6.66,51.91
2020,July,USA,Wind,2647,2502.331065,337,13.38,11.19,75.43
2020,July,USA,Coal,3967,3950.394188,2004,0.42,74.39,25.19
2020,July,USA,Hydro,4299,4699.876085,159,60.79,9.38,29.82
2020,July,USA,Nuclear,2996,3148.173973,210,8.39,19.73,71.88
2020,July,USA,Oil,3839,4013.037988,2910,6.28,61.96,31.76
2020,July,USA,Gas,4932,5299.684387,4593,2.18,37.21,60.6
2020,July,China,Solar,2773,2549.238017,295,8,13.51,78.49
2020,July,China,Wind,4966,4764.616591,452,52.47,13.98,33.55
2020,July,China,Coal,117,125.8274033,6757,6.68,65.59,27.73
2020,July,China,Hydro,4058,4454.895416,264,10.13,8.59,81.27
2020,July,China,Nuclear,2529,2293.636221,44,2.68,16.84,80.48
2020,July,China,Oil,1542,1548.613851,1448,2.52,43.21,54.26
2020,July,China,Gas,2094,2104.57041,6124,6.69,79.76,13.55
2020,July,Germany,Solar,777,847.8351248,17,38.63,11.46,49.91
2020,July,Germany,Wind,2429,2628.506682,183,55.3,14.03,30.67
2020,July,Germany,Coal,2123,1980.684557,505,6.07,67.88,26.05
2020,July,Germany,Hydro,4650,4838.449409,141,48.97,6.98,44.06
2020,July,Germany,Nuclear,821,802.03676,438,9.71,8.94,81.35
2020,July,Germany,Oil,2057,2098.407849,3098,9.84,46.14,44.02
2020,July,Germany,Gas,4055,3707.026027,3836,0.03,32.39,67.58
2020,July,India,Solar,4407,4006.534804,145,20.53,12.04,67.43
2020,July,India,Wind,4586,4431.311475,250,45.46,12.05,42.49
2020,July,India,Coal,1505,1438.985648,6043,5.91,62.22,31.87
2020,July,India,Hydro,2146,1934.689403,199,59.17,17.66,23.18
2020,July,India,Nuclear,4747,4711.731646,254,5.72,12.69,81.59
2020,July,India,Oil,2479,2368.844184,5563,0.87,67.02,32.11
2020,July,India,Gas,905,910.7195031,3742,5.07,82.45,12.47
2020,July,Brazil,Solar,4542,4701.351717,156,34.29,18.94,46.77
2020,July,Brazil,Wind,3678,3600.450161,117,52.44,18.23,29.33
2020,July,Brazil,Coal,3054,3184.731139,3439,6.75,47.8,45.45
2020,July,Brazil,Hydro,1037,1103.616524,17,61.09,5.03,33.88
2020,July,Brazil,Nuclear,3791,3607.217794,224,0.41,18.07,81.52
2020,July,Brazil,Oil,4083,4217.97753,3844,4.56,52.14,43.29
2020,July,Brazil,Gas,1824,1794.432154,5303,9,54.25,36.74
2020,July,UK,Solar,2752,2889.517861,267,48.46,15.18,36.36
2020,July,UK,Wind,2547,2744.667099,470,5.66,14.54,79.8
2020,July,UK,Coal,3239,2990.074822,7818,8.74,73.44,17.82
2020,July,UK,Hydro,2764,2897.214435,102,9.32,13.01,77.67
2020,July,UK,Nuclear,4058,3994.723006,428,4.49,6.27,89.25
2020,July,UK,Oil,2048,1861.115524,1336,8.08,42.96,48.96
2020,July,UK,Gas,1481,1526.108786,1919,3.87,81.11,15.02
2020,July,Russia,Solar,2708,2479.236092,82,24.91,16.83,58.25
2020,July,Russia,Wind,3309,3127.851514,297,58.46,17.86,23.68
2020,July,Russia,Coal,3184,2928.56272,7342,5.82,52.27,41.91
2020,July,Russia,Hydro,1191,1239.970552,426,39.18,12.68,48.15
2020,July,Russia,Nuclear,3030,3118.318749,430,8.9,10.19,80.91
2020,July,Russia,Oil,3269,3164.240859,3373,6.46,68.21,25.33
2020,July,Russia,Gas,3104,2838.118741,4321,5.96,36.08,57.96
2020,July,Japan,Solar,625,638.2224062,427,59.71,13.7,26.58
2020,July,Japan,Wind,4978,4584.996045,122,14.14,12.28,73.58
2020,July,Japan,Coal,1449,1587.365624,3750,9.64,53.05,37.31
2020,July,Japan,Hydro,1228,1156.497016,372,30.22,7.4,62.38
2020,July,Japan,Nuclear,1891,1820.354608,134,4.59,9.34,86.08
2020,July,Japan,Oil,2219,2048.642471,6413,3.75,58.44,37.81
2020,July,Japan,Gas,835,889.5601291,2516,0.88,66.41,32.71
2020,July,France,Solar,1986,1940.525329,287,40.19,7.31,52.5
2020,July,France,Wind,2402,2417.496518,374,54.52,17.5,27.97
2020,July,France,Coal,996,967.3521809,1477,2.59,41.68,55.73
2020,July,France,Hydro,390,377.7109423,30,67.82,13.37,18.82
2020,July,France,Nuclear,1572,1466.752101,456,1.39,11.66,86.95
2020,July,France,Oil,1184,1259.008041,5191,4.02,89.63,6.35
2020,July,France,Gas,3885,3729.980253,1337,5.69,67.24,27.07
2020,July,Canada,Solar,4310,4508.965141,17,7.56,12.13,80.3
2020,July,Canada,Wind,2261,2445.019538,73,43.55,13.99,42.47
2020,July,Canada,Coal,1895,1907.653532,3311,0.38,74.75,24.87
2020,July,Canada,Hydro,1560,1442.944094,474,49.25,12,38.75
2020,July,Canada,Nuclear,932,925.0427328,313,0.94,16.32,82.74
2020,July,Canada,Oil,4727,4810.886781,5447,2.86,42.19,54.95
2020,July,Canada,Gas,2504,2447.179486,4910,9.19,51.74,39.08
2020,July,South Korea,Solar,3586,3848.191929,471,34.64,11.65,53.71
2020,July,South Korea,Wind,3872,3928.94082,374,35.97,19.94,44.09
2020,July,South Korea,Coal,1913,2048.425849,2484,8.47,83.59,7.94
2020,July,South Korea,Hydro,2540,2301.641345,440,45.73,18.9,35.38
2020,July,South Korea,Nuclear,2817,2964.946809,31,6.88,15.84,77.28
2020,July,South Korea,Oil,3687,3707.076586,2467,2.99,51.52,45.48
2020,July,South Korea,Gas,3802,3633.769007,795,5.29,77.6,17.11
2020,July,Australia,Solar,3284,3610.968738,273,69.65,6.35,24
2020,July,Australia,Wind,591,533.5920658,74,27.22,14.49,58.29
2020,July,Australia,Coal,3008,2793.138733,1867,9.37,79.32,11.31
2020,July,Australia,Hydro,250,263.3057966,173,50.5,6.57,42.93
2020,July,Australia,Nuclear,3656,3646.953454,439,2.8,15.31,81.89
2020,July,Australia,Oil,2064,1884.848864,3526,5.49,67.93,26.58
2020,July,Australia,Gas,4094,4460.566956,5509,0.06,36.06,63.88
2020,August,USA,Solar,407,390.6846462,433,12.34,17.63,70.03
2020,August,USA,Wind,4595,4788.091142,193,24.19,8.49,67.32
2020,August,USA,Coal,2392,2344.784802,1338,9.29,54.31,36.4
2020,August,USA,Hydro,1100,994.8459227,240,35.97,8.39,55.64
2020,August,USA,Nuclear,486,440.6726441,412,3.58,14.72,81.7
2020,August,USA,Oil,2434,2540.994479,6787,4.49,65.15,30.35
2020,August,USA,Gas,1639,1498.628109,259,5.26,57.79,36.95
2020,August,China,Solar,1061,1019.237779,344,40.91,12.8,46.28
2020,August,China,Wind,1278,1384.531956,273,22.64,12.45,64.91
2020,August,China,Coal,4095,4407.851587,4549,7.22,46.29,46.49
2020,August,China,Hydro,1314,1316.924738,163,51.48,13.9,34.62
2020,August,China,Nuclear,3464,3521.687044,273,0.04,8.7,91.26
2020,August,China,Oil,938,859.7174206,767,1.02,51.61,47.37
2020,August,China,Gas,4282,4575.498473,4623,5.72,84.43,9.85
2020,August,Germany,Solar,868,856.510704,186,29.53,19.04,51.43
2020,August,Germany,Wind,3542,3269.990467,480,37.1,10.81,52.09
2020,August,Germany,Coal,2060,2201.830465,7194,0.04,40.02,59.94
2020,August,Germany,Hydro,4038,4341.262867,110,67.79,16.42,15.79
2020,August,Germany,Nuclear,3573,3717.735442,103,2.69,12.13,85.18
2020,August,Germany,Oil,1366,1242.564419,1224,4.99,53.11,41.91
2020,August,Germany,Gas,1073,1058.563673,3474,1.11,68.07,30.82
2020,August,India,Solar,276,268.8136917,389,60.83,7.79,31.38
2020,August,India,Wind,2838,3020.869304,40,51.78,10.57,37.66
2020,August,India,Coal,3287,3268.778058,5147,6.48,77.77,15.75
2020,August,India,Hydro,1928,1969.549218,171,30.66,18.96,50.38
2020,August,India,Nuclear,989,968.2568935,497,4.68,13.69,81.63
2020,August,India,Oil,3654,3498.638933,6470,6.67,79.4,13.93
2020,August,India,Gas,2151,2157.823791,5263,1,71.28,27.72
2020,August,Brazil,Solar,3646,3557.83538,289,59.49,15.64,24.87
2020,August,Brazil,Wind,4543,4464.535734,418,52.85,9.95,37.19
2020,August,Brazil,Coal,3901,3975.221733,7803,7.25,82.66,10.09
2020,August,Brazil,Hydro,1451,1456.523168,239,54.55,11.82,33.63
2020,August,Brazil,Nuclear,2881,3038.257358,113,1.32,17.86,80.83
2020,August,Brazil,Oil,3814,3490.866436,2322,8.07,37.21,54.72
2020,August,Brazil,Gas,3512,3173.12878,1624,3.42,74.34,22.24
2020,August,UK,Solar,2616,2536.523614,135,42.09,13.52,44.39
2020,August,UK,Wind,4629,4673.792089,237,60.06,5.35,34.59
2020,August,UK,Coal,4476,4771.203945,3130,7.8,57.48,34.72
2020,August,UK,Hydro,3335,3103.102633,113,9.27,8.42,82.31
2020,August,UK,Nuclear,2707,2762.922184,214,7.47,12.11,80.42
2020,August,UK,Oil,1291,1312.226302,5323,9.43,77.11,13.46
2020,August,UK,Gas,2705,2786.667918,3502,9.63,34.54,55.84
2020,August,Russia,Solar,282,265.3609402,99,17.73,7.11,75.16
2020,August,Russia,Wind,75,80.20791659,310,22.96,19.72,57.32
2020,August,Russia,Coal,3481,3763.950275,7106,6.74,45.59,47.66
2020,August,Russia,Hydro,1122,1222.395494,111,23.88,12.05,64.07
2020,August,Russia,Nuclear,2656,2422.606086,183,0.62,7.21,92.17
2020,August,Russia,Oil,2102,2100.870152,6604,4.48,38.06,57.47
2020,August,Russia,Gas,3043,2922.446504,3909,2.42,60.04,37.54
2020,August,Japan,Solar,2550,2611.663381,71,57.45,11.89,30.65
2020,August,Japan,Wind,2399,2366.765118,231,41.46,17.96,40.58
2020,August,Japan,Coal,2617,2464.787673,3406,6.74,38.22,55.04
2020,August,Japan,Hydro,2430,2443.235073,360,20.73,19.41,59.86
2020,August,Japan,Nuclear,4725,5151.601171,57,4.07,19.3,76.64
2020,August,Japan,Oil,2543,2578.367932,5358,4.59,85.16,10.25
2020,August,Japan,Gas,919,941.486692,6397,0.14,79.76,20.09
2020,August,France,Solar,846,915.0164759,363,50.39,10.93,38.68
2020,August,France,Wind,2945,3226.134358,256,30.53,17.81,51.66
2020,August,France,Coal,2575,2687.440555,4690,2.32,57.49,40.19
2020,August,France,Hydro,4332,4730.689369,251,55.16,12.48,32.36
2020,August,France,Nuclear,4282,4569.243266,45,3.57,18.89,77.54
2020,August,France,Oil,4059,4306.398584,5947,8.08,40.67,51.25
2020,August,France,Gas,3688,3856.8082,5822,2.54,44.75,52.71
2020,August,Canada,Solar,4494,4476.824064,150,5.03,18.52,76.45
2020,August,Canada,Wind,1511,1480.126228,164,67.07,12.42,20.51
2020,August,Canada,Coal,650,683.9310301,3924,6.35,35.44,58.2
2020,August,Canada,Hydro,1679,1819.507596,122,33.88,9.13,56.98
2020,August,Canada,Nuclear,4419,4854.220495,358,5.64,10.38,83.98
2020,August,Canada,Oil,3058,2899.227975,7325,8.77,88.46,2.76
2020,August,Canada,Gas,4460,4211.000682,4300,2.29,87.38,10.33
2020,August,South Korea,Solar,2451,2539.015374,434,66.78,13.72,19.5
2020,August,South Korea,Wind,4796,4856.740997,158,38.59,16.38,45.03
2020,August,South Korea,Coal,2500,2321.907175,6442,8.94,86.79,4.27
2020,August,South Korea,Hydro,4697,4603.944692,471,55.72,12.15,32.13
2020,August,South Korea,Nuclear,1472,1485.102498,118,5.91,7.79,86.3
2020,August,South Korea,Oil,3268,3329.309301,5777,2.07,34.27,63.66
2020,August,South Korea,Gas,320,344.2877805,6116,4.09,78.65,17.25
2020,August,Australia,Solar,4185,3806.375732,173,50.09,16.57,33.35
2020,August,Australia,Wind,4123,4390.820066,299,61.93,13.09,24.98
2020,August,Australia,Coal,328,356.2742541,5058,1.28,75.93,22.79
2020,August,Australia,Hydro,874,889.8073545,197,38.96,5.82,55.22
2020,August,Australia,Nuclear,1723,1619.813063,112,3.04,9.56,87.4
2020,August,Australia,Oil,433,389.827633,6034,1.91,48.61,49.48
2020,August,Australia,Gas,4132,4266.742199,2898,4.16,75.54,20.3
2020,September,USA,Solar,1899,1824.153158,199,58.17,8.79,33.04
2020,September,USA,Wind,255,235.8931803,388,69.97,11.09,18.94
2020,September,USA,Coal,3649,3834.55038,4408,5.42,38.98,55.6
2020,September,USA,Hydro,321,293.9368634,296,54,5.31,40.69
2020,September,USA,Nuclear,4399,4472.703292,148,6.28,12.23,81.49
2020,September,USA,Oil,2882,2940.535656,6679,6.32,37.8,55.88
2020,September,USA,Gas,2966,2730.21247,6052,7.08,40.33,52.59
2020,September,China,Solar,1154,1253.919058,97,15.34,7.7,76.96
2020,September,China,Wind,3544,3516.864403,10,12.93,6.88,80.19
2020,September,China,Coal,558,598.3647049,3764,0.31,33.11,66.58
2020,September,China,Hydro,2170,2102.878407,271,48.23,7.36,44.41
2020,September,China,Nuclear,3458,3597.129076,85,6.71,11.53,81.76
2020,September,China,Oil,4337,4333.754842,7206,4.83,60.4,34.77
2020,September,China,Gas,1201,1298.658645,468,0.25,80.34,19.41
2020,September,Germany,Solar,2585,2738.831985,298,68.07,11.56,20.37
2020,September,Germany,Wind,3436,3436.747591,399,40.52,19.51,39.98
2020,September,Germany,Coal,2436,2401.699144,1576,7.18,81.76,11.06
2020,September,Germany,Hydro,4670,5101.053459,455,40.93,10.95,48.13
2020,September,Germany,Nuclear,1531,1625.551493,104,3.1,9.35,87.55
2020,September,Germany,Oil,3143,3251.561102,4168,0.71,48.77,50.52
2020,September,Germany,Gas,424,430.0840594,3162,9.06,30.73,60.21
2020,September,India,Solar,4609,4298.182913,490,40.68,9.31,50.01
2020,September,India,Wind,2428,2278.157282,149,45.38,10.01,44.61
2020,September,India,Coal,2666,2867.541334,7336,0.68,77.03,22.29
2020,September,India,Hydro,99,97.66878422,28,49.04,6.08,44.88
2020,September,India,Nuclear,4111,4007.337885,461,9.82,16.77,73.41
2020,September,India,Oil,2488,2553.8236,1649,7.81,77.12,15.07
2020,September,India,Gas,4905,5386.044908,6011,2.76,55.92,41.32
2020,September,Brazil,Solar,4714,4253.423966,71,38.72,7.69,53.59
2020,September,Brazil,Wind,567,572.4187843,421,31.23,16.07,52.7
2020,September,Brazil,Coal,3595,3654.089742,6164,3.47,53.86,42.68
2020,September,Brazil,Hydro,2484,2337.609404,354,53.11,14.46,32.43
2020,September,Brazil,Nuclear,2683,2784.835331,163,6.04,6.15,87.81
2020,September,Brazil,Oil,4814,5223.692782,6263,2.97,35.52,61.5
2020,September,Brazil,Gas,4548,4660.470929,2514,5.53,68.5,25.97
2020,September,UK,Solar,1792,1814.815734,82,50.93,14.15,34.92
2020,September,UK,Wind,4890,4915.189583,68,43.85,17.99,38.16
2020,September,UK,Coal,1138,1050.844231,6204,1.55,86.68,11.77
2020,September,UK,Hydro,4807,5229.109492,414,18.17,13.81,68.02
2020,September,UK,Nuclear,659,642.3345228,293,6.27,10.78,82.94
2020,September,UK,Oil,866,873.272681,182,9.58,53.94,36.48
2020,September,UK,Gas,2143,2009.508504,6505,9.77,36.11,54.12
2020,September,Russia,Solar,419,439.3487329,187,11.02,16.23,72.75
2020,September,Russia,Wind,4512,4294.261386,102,38.33,11.58,50.1
2020,September,Russia,Coal,3012,3065.887083,3956,5.47,70.24,24.29
